Order ID,Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-1230,2017-01-22,2017-01-24,Same Day,Home Office,Florida,East,Office Supplies,Paper,780.69,6,0.0,-133.56
CA-1231,2017-12-06,2017-12-07,Same Day,Consumer,Texas,South,Furniture,Chairs,520.67,4,0.1,29.3
CA-1232,2016-02-23,2016-02-25,Second Class,Consumer,Texas,Central,Technology,Phones,493.73,1,0.3,85.96
CA-1233,2017-02-19,2017-02-24,First Class,Consumer,California,West,Technology,Machines,539.29,9,0.3,33.99
CA-1234,2018-07-14,2018-07-15,Standard Class,Home Office,Florida,Central,Office Supplies,Envelopes,394.21,9,0.2,87.62
CA-1235,2018-09-17,2018-09-19,First Class,Consumer,Texas,East,Furniture,Bookcases,810.47,8,0.0,61.13
CA-1236,2017-08-12,2017-08-14,Standard Class,Corporate,Illinois,West,Office Supplies,Appliances,411.41,6,0.3,42.58
CA-1237,2018-04-14,2018-04-16,Second Class,Consumer,California,East,Technology,Phones,534.94,5,0.3,-54.4
CA-1238,2017-03-06,2017-03-11,Standard Class,Home Office,Washington,West,Furniture,Tables,991.52,2,0.3,167.58
CA-1239,2015-11-14,2015-11-19,Standard Class,Home Office,New York,South,Furniture,Furnishings,906.98,3,0.3,83.21
CA-1240,2015-02-09,2015-02-12,Same Day,Corporate,New York,West,Office Supplies,Appliances,865.17,1,0.1,47.21
CA-1241,2015-12-02,2015-12-06,Standard Class,Corporate,New York,East,Technology,Copiers,851.33,9,0.0,186.02
CA-1242,2018-09-30,2018-10-05,Second Class,Consumer,Florida,South,Technology,Machines,681.74,6,0.3,-57.6
CA-1243,2016-07-10,2016-07-12,First Class,Consumer,New York,Central,Furniture,Tables,468.14,7,0.1,-57.12
CA-1244,2015-12-29,2016-01-03,Same Day,Home Office,Florida,Central,Technology,Accessories,744.79,2,0.3,40.71
CA-1245,2016-08-11,2016-08-16,Second Class,Home Office,California,West,Office Supplies,Labels,262.39,2,0.3,-29.01
CA-1246,2018-02-10,2018-02-11,Same Day,Home Office,California,West,Technology,Machines,633.65,2,0.3,-86.7
CA-1247,2015-12-31,2016-01-03,First Class,Consumer,Washington,East,Furniture,Furnishings,132.81,3,0.1,-22.8
CA-1248,2018-06-10,2018-06-12,Same Day,Consumer,Florida,Central,Office Supplies,Binders,345.16,5,0.0,67.1
CA-1249,2017-07-04,2017-07-08,Same Day,Home Office,Illinois,South,Furniture,Bookcases,72.5,1,0.3,-8.44
CA-1250,2017-06-04,2017-06-05,Same Day,Corporate,California,Central,Office Supplies,Paper,62.63,8,0.2,11.33
CA-1251,2018-07-17,2018-07-22,Standard Class,Consumer,Illinois,South,Office Supplies,Appliances,448.73,3,0.3,56.27
CA-1252,2017-10-27,2017-11-01,First Class,Consumer,New York,South,Technology,Copiers,27.01,6,0.2,0.96
CA-1253,2017-08-04,2017-08-07,Second Class,Home Office,New York,South,Technology,Copiers,684.88,2,0.1,21.12
CA-1254,2016-05-30,2016-05-31,Second Class,Consumer,Florida,South,Technology,Machines,106.68,9,0.2,5.42
CA-1255,2017-03-07,2017-03-12,Standard Class,Home Office,Illinois,West,Furniture,Tables,301.88,2,0.2,33.87
CA-1256,2017-11-11,2017-11-14,Standard Class,Corporate,Texas,South,Technology,Copiers,276.89,1,0.1,-31.02
CA-1257,2017-09-15,2017-09-20,Same Day,Consumer,Florida,Central,Office Supplies,Binders,909.98,5,0.2,205.48
CA-1258,2018-11-11,2018-11-14,First Class,Consumer,Illinois,East,Technology,Phones,412.29,6,0.2,57.03
CA-1259,2018-04-01,2018-04-02,Standard Class,Consumer,Illinois,Central,Furniture,Bookcases,653.41,2,0.2,18.7
CA-1260,2017-12-19,2017-12-25,Second Class,Corporate,Washington,Central,Technology,Machines,207.68,5,0.3,26.96
CA-1261,2015-07-18,2015-07-21,First Class,Consumer,New York,West,Technology,Accessories,797.81,5,0.3,145.44
CA-1262,2017-06-17,2017-06-21,Second Class,Corporate,Florida,West,Office Supplies,Envelopes,797.55,9,0.1,-101.46
CA-1263,2018-07-20,2018-07-26,Standard Class,Corporate,Florida,East,Furniture,Tables,687.14,4,0.0,-68.53
CA-1264,2017-10-13,2017-10-17,Standard Class,Consumer,New York,West,Furniture,Chairs,68.89,6,0.0,-4.51
CA-1265,2018-09-29,2018-10-02,First Class,Corporate,California,Central,Office Supplies,Storage,984.43,1,0.3,22.26
CA-1266,2018-09-05,2018-09-07,Same Day,Home Office,California,East,Office Supplies,Binders,482.54,6,0.3,43.4
CA-1267,2016-12-29,2016-12-30,Same Day,Consumer,Illinois,East,Office Supplies,Storage,952.89,9,0.3,108.15
CA-1268,2018-01-16,2018-01-17,Second Class,Consumer,Washington,Central,Technology,Accessories,245.83,9,0.1,-28.49
CA-1269,2016-08-14,2016-08-20,Same Day,Corporate,Texas,West,Office Supplies,Envelopes,620.06,4,0.0,49.5
CA-1270,2015-08-30,2015-09-03,Second Class,Corporate,New York,Central,Furniture,Chairs,77.05,1,0.0,18.59
CA-1271,2016-08-11,2016-08-15,Second Class,Home Office,Washington,West,Technology,Accessories,361.01,7,0.1,93.81
CA-1272,2015-03-31,2015-04-06,Second Class,Home Office,Illinois,Central,Technology,Machines,694.73,2,0.1,-72.69
CA-1273,2018-08-21,2018-08-24,Second Class,Home Office,Washington,West,Technology,Copiers,128.6,6,0.0,34.48
CA-1274,2018-10-14,2018-10-15,First Class,Consumer,Texas,Central,Furniture,Bookcases,710.52,8,0.3,78.11
CA-1275,2018-09-03,2018-09-07,Second Class,Home Office,Texas,South,Furniture,Furnishings,342.75,7,0.2,67.84
CA-1276,2017-06-18,2017-06-24,Second Class,Home Office,Washington,East,Office Supplies,Paper,818.21,3,0.2,41.37
CA-1277,2017-05-23,2017-05-29,Second Class,Consumer,Texas,Central,Technology,Copiers,86.22,6,0.3,-4.61
CA-1278,2017-06-27,2017-06-28,Standard Class,Consumer,Texas,West,Office Supplies,Binders,872.42,3,0.2,24.49
CA-1279,2016-11-15,2016-11-20,Standard Class,Home Office,California,West,Office Supplies,Paper,790.75,7,0.3,27.18
CA-1280,2017-07-02,2017-07-05,Same Day,Home Office,Florida,South,Technology,Copiers,232.31,8,0.0,10.83
CA-1281,2017-07-12,2017-07-14,Standard Class,Home Office,Florida,East,Technology,Accessories,406.25,6,0.2,-31.92
CA-1282,2017-06-21,2017-06-25,Same Day,Home Office,Texas,East,Office Supplies,Labels,178.32,5,0.2,1.13
CA-1283,2015-01-24,2015-01-28,First Class,Corporate,New York,West,Furniture,Furnishings,630.62,4,0.3,-79.43
CA-1284,2017-08-04,2017-08-05,First Class,Corporate,California,West,Technology,Accessories,441.42,5,0.1,17.22
CA-1285,2016-07-31,2016-08-02,Second Class,Corporate,Illinois,East,Office Supplies,Envelopes,793.99,7,0.1,211.57
CA-1286,2015-07-05,2015-07-11,Second Class,Consumer,California,East,Furniture,Tables,362.36,3,0.0,11.92
CA-1287,2015-01-21,2015-01-22,Standard Class,Home Office,New York,East,Furniture,Furnishings,135.91,8,0.3,24.21
CA-1288,2018-08-14,2018-08-18,Second Class,Corporate,Texas,West,Furniture,Furnishings,375.98,2,0.2,1.96
CA-1289,2017-10-01,2017-10-02,Second Class,Home Office,Texas,East,Furniture,Bookcases,250.99,8,0.2,-4.09
CA-1290,2015-05-10,2015-05-16,Standard Class,Consumer,New York,East,Technology,Accessories,653.86,9,0.0,-0.31
CA-1291,2018-04-01,2018-04-06,First Class,Corporate,Illinois,East,Office Supplies,Binders,13.99,1,0.3,0.97
CA-1292,2015-10-28,2015-10-31,Same Day,Home Office,New York,Central,Office Supplies,Storage,884.29,6,0.1,-27.5
CA-1293,2017-04-23,2017-04-29,Same Day,Consumer,California,West,Furniture,Chairs,150.03,5,0.3,9.87
CA-1294,2017-08-29,2017-08-30,Standard Class,Home Office,California,Central,Office Supplies,Envelopes,256.27,6,0.3,-1.85
CA-1295,2018-02-04,2018-02-09,First Class,Home Office,Texas,West,Office Supplies,Paper,359.95,5,0.0,79.94
CA-1296,2015-06-05,2015-06-11,Same Day,Corporate,Washington,East,Technology,Copiers,209.81,4,0.1,55.39
CA-1297,2017-08-26,2017-08-31,Same Day,Corporate,California,Central,Office Supplies,Labels,936.92,1,0.2,-65.7
CA-1298,2016-04-29,2016-05-04,Same Day,Corporate,Washington,East,Technology,Machines,93.11,1,0.0,8.6
CA-1299,2017-11-01,2017-11-03,First Class,Home Office,Washington,South,Office Supplies,Envelopes,400.39,2,0.3,40.07
CA-1300,2015-05-06,2015-05-08,Standard Class,Home Office,Texas,Central,Office Supplies,Appliances,326.52,9,0.2,7.15
CA-1301,2016-05-09,2016-05-12,Standard Class,Home Office,Florida,Central,Office Supplies,Storage,491.4,6,0.3,-47.17
CA-1302,2015-11-04,2015-11-06,Same Day,Home Office,Texas,West,Furniture,Furnishings,205.84,7,0.3,41.06
CA-1303,2015-05-09,2015-05-14,Standard Class,Home Office,Texas,South,Technology,Accessories,446.53,5,0.2,-39.8
CA-1304,2018-05-01,2018-05-03,Standard Class,Corporate,Texas,West,Technology,Copiers,377.43,2,0.1,37.0
CA-1305,2015-10-30,2015-10-31,Same Day,Home Office,Florida,East,Office Supplies,Binders,35.24,8,0.0,5.1
CA-1306,2017-03-11,2017-03-12,Same Day,Corporate,Washington,East,Furniture,Tables,219.6,5,0.3,19.31
CA-1307,2018-05-28,2018-05-30,Second Class,Consumer,Texas,West,Office Supplies,Labels,999.42,6,0.2,230.74
CA-1308,2018-01-17,2018-01-22,Same Day,Home Office,Washington,East,Technology,Phones,783.47,9,0.2,149.96
CA-1309,2018-11-05,2018-11-11,Standard Class,Consumer,Texas,Central,Furniture,Chairs,330.4,6,0.2,53.9
CA-1310,2016-02-01,2016-02-02,Standard Class,Home Office,Florida,West,Technology,Copiers,320.61,1,0.3,-11.57
CA-1311,2016-03-30,2016-03-31,Second Class,Consumer,Washington,East,Technology,Phones,331.74,1,0.3,24.36
CA-1312,2015-05-23,2015-05-28,Second Class,Home Office,New York,South,Office Supplies,Envelopes,383.52,9,0.0,-31.15
CA-1313,2015-10-18,2015-10-22,Same Day,Corporate,Washington,South,Technology,Accessories,19.59,3,0.3,1.84
CA-1314,2017-04-21,2017-04-23,Same Day,Home Office,New York,West,Furniture,Furnishings,466.18,3,0.0,108.0
CA-1315,2017-03-26,2017-03-28,First Class,Corporate,Illinois,Central,Technology,Accessories,481.79,5,0.0,-14.15
CA-1316,2015-01-12,2015-01-17,Same Day,Corporate,California,South,Furniture,Bookcases,401.83,5,0.2,21.47
CA-1317,2017-02-21,2017-02-24,First Class,Home Office,Florida,West,Technology,Phones,766.06,6,0.1,109.67
CA-1318,2017-06-09,2017-06-12,Standard Class,Consumer,Washington,West,Furniture,Furnishings,23.14,7,0.2,-3.63
CA-1319,2018-02-14,2018-02-18,Standard Class,Corporate,Florida,West,Office Supplies,Storage,954.89,4,0.2,-7.61
CA-1320,2015-11-20,2015-11-25,Same Day,Consumer,Texas,East,Technology,Machines,481.79,3,0.1,-50.66
CA-1321,2017-08-21,2017-08-26,Standard Class,Corporate,Texas,West,Furniture,Bookcases,288.45,3,0.3,-8.95
CA-1322,2018-12-14,2018-12-20,Standard Class,Corporate,Texas,South,Office Supplies,Labels,717.57,1,0.0,4.86
CA-1323,2018-09-30,2018-10-06,First Class,Home Office,California,Central,Technology,Phones,185.24,7,0.0,-19.95
CA-1324,2017-08-16,2017-08-17,Same Day,Corporate,Texas,West,Office Supplies,Binders,569.48,8,0.3,4.89
CA-1325,2018-11-09,2018-11-13,Second Class,Consumer,California,East,Office Supplies,Appliances,48.2,7,0.1,9.09
CA-1326,2016-12-26,2016-12-30,Same Day,Home Office,Florida,West,Furniture,Bookcases,231.94,9,0.2,19.57
CA-1327,2016-01-13,2016-01-14,Standard Class,Consumer,New York,Central,Office Supplies,Labels,840.66,8,0.3,-13.7
CA-1328,2018-03-23,2018-03-26,Same Day,Corporate,Illinois,East,Furniture,Bookcases,781.62,2,0.3,115.61
CA-1329,2017-12-19,2017-12-21,Second Class,Home Office,Washington,South,Office Supplies,Storage,810.48,3,0.3,-71.0
CA-1330,2015-08-30,2015-09-04,Standard Class,Corporate,California,Central,Furniture,Tables,172.17,3,0.3,27.89
CA-1331,2016-09-22,2016-09-27,Second Class,Home Office,Texas,East,Furniture,Furnishings,100.24,5,0.2,-6.81
CA-1332,2018-03-29,2018-04-01,First Class,Home Office,New York,West,Technology,Machines,235.79,9,0.1,-27.4
CA-1333,2018-09-05,2018-09-08,Second Class,Corporate,Texas,West,Office Supplies,Storage,599.06,2,0.2,10.24
CA-1334,2016-09-28,2016-09-29,Same Day,Corporate,Washington,South,Furniture,Tables,693.97,7,0.3,-65.97
CA-1335,2018-05-26,2018-06-01,Standard Class,Home Office,Washington,West,Office Supplies,Appliances,580.49,7,0.0,-93.05
CA-1336,2017-01-13,2017-01-18,Standard Class,Consumer,Texas,South,Technology,Accessories,894.72,3,0.0,-34.28
CA-1337,2017-12-29,2017-12-30,Standard Class,Home Office,California,Central,Technology,Accessories,619.07,1,0.3,-72.02
CA-1338,2016-05-31,2016-06-04,Second Class,Corporate,California,South,Technology,Accessories,237.54,5,0.3,39.91
CA-1339,2015-03-08,2015-03-14,Same Day,Home Office,New York,West,Technology,Phones,234.68,3,0.1,28.46
CA-1340,2016-12-27,2016-12-31,Standard Class,Consumer,California,West,Technology,Accessories,663.53,1,0.2,87.76
CA-1341,2015-04-26,2015-05-02,Standard Class,Consumer,New York,South,Furniture,Furnishings,564.49,4,0.0,-63.42
CA-1342,2015-10-14,2015-10-15,First Class,Home Office,California,West,Technology,Phones,174.63,9,0.2,24.88
CA-1343,2016-10-18,2016-10-22,First Class,Corporate,Washington,East,Office Supplies,Paper,981.33,3,0.3,-6.0
CA-1344,2018-07-26,2018-07-30,Standard Class,Consumer,Washington,Central,Furniture,Bookcases,974.29,6,0.0,164.26
CA-1345,2018-06-25,2018-06-29,Same Day,Consumer,New York,South,Office Supplies,Binders,247.44,5,0.3,19.36
CA-1346,2017-09-04,2017-09-05,Second Class,Consumer,Florida,West,Office Supplies,Envelopes,610.44,6,0.3,65.96
CA-1347,2016-04-25,2016-04-27,Second Class,Consumer,Texas,South,Technology,Phones,344.97,9,0.0,-9.26
CA-1348,2017-01-30,2017-01-31,Standard Class,Home Office,Illinois,Central,Technology,Accessories,512.18,3,0.3,-21.56
CA-1349,2018-05-04,2018-05-06,Standard Class,Corporate,Florida,South,Furniture,Furnishings,518.1,3,0.1,22.61
CA-1350,2015-12-08,2015-12-12,First Class,Consumer,Washington,South,Office Supplies,Appliances,852.17,1,0.1,53.58
CA-1351,2018-12-23,2018-12-26,Second Class,Home Office,Texas,East,Office Supplies,Paper,675.93,6,0.2,105.45
CA-1352,2017-08-05,2017-08-11,Same Day,Consumer,Florida,Central,Office Supplies,Labels,85.51,5,0.2,-7.75
CA-1353,2015-05-10,2015-05-13,First Class,Home Office,Florida,West,Furniture,Furnishings,349.37,4,0.1,37.88
CA-1354,2017-03-03,2017-03-08,First Class,Consumer,New York,West,Technology,Machines,862.7,4,0.2,30.04
CA-1355,2018-02-07,2018-02-13,Second Class,Corporate,Illinois,West,Furniture,Chairs,830.19,4,0.2,183.57
CA-1356,2017-06-20,2017-06-21,Standard Class,Home Office,Washington,West,Office Supplies,Storage,667.98,2,0.3,18.29
CA-1357,2017-08-21,2017-08-22,Same Day,Consumer,Florida,South,Technology,Copiers,236.39,4,0.1,-13.0
CA-1358,2016-03-22,2016-03-28,Same Day,Home Office,California,West,Technology,Copiers,5.33,2,0.3,-0.07
CA-1359,2015-10-14,2015-10-17,First Class,Corporate,New York,Central,Furniture,Tables,566.62,2,0.1,-48.0
CA-1360,2016-01-17,2016-01-20,Second Class,Corporate,Washington,East,Furniture,Bookcases,755.48,8,0.2,176.38
CA-1361,2015-03-24,2015-03-25,Same Day,Corporate,California,East,Furniture,Bookcases,146.54,9,0.3,-4.96
CA-1362,2017-06-01,2017-06-05,First Class,Corporate,Florida,South,Technology,Phones,619.96,4,0.2,-42.43
CA-1363,2015-04-11,2015-04-15,Same Day,Home Office,Texas,West,Furniture,Furnishings,309.72,4,0.3,13.77
CA-1364,2018-06-08,2018-06-10,Standard Class,Corporate,California,South,Technology,Phones,135.06,4,0.2,2.69
CA-1365,2016-04-27,2016-04-30,Standard Class,Corporate,Texas,West,Technology,Copiers,417.06,7,0.0,-2.69
CA-1366,2016-05-24,2016-05-26,First Class,Corporate,Texas,West,Office Supplies,Storage,138.13,5,0.1,24.26
CA-1367,2016-10-22,2016-10-24,First Class,Corporate,Washington,South,Technology,Accessories,682.57,8,0.2,59.78
CA-1368,2017-11-02,2017-11-07,Standard Class,Consumer,Florida,West,Technology,Accessories,835.13,5,0.0,167.67
CA-1369,2015-06-22,2015-06-26,Second Class,Home Office,Texas,West,Furniture,Chairs,374.55,1,0.3,32.26
CA-1370,2015-11-04,2015-11-09,Same Day,Corporate,Texas,Central,Technology,Phones,490.8,4,0.1,-16.64
CA-1371,2016-08-16,2016-08-19,Same Day,Home Office,Texas,West,Technology,Machines,379.01,4,0.0,11.27
CA-1372,2015-01-21,2015-01-23,First Class,Home Office,New York,Central,Furniture,Chairs,892.62,9,0.3,120.88
CA-1373,2016-01-28,2016-01-29,Second Class,Home Office,Florida,South,Office Supplies,Envelopes,689.69,1,0.1,164.59
CA-1374,2015-08-20,2015-08-25,Second Class,Corporate,Florida,East,Furniture,Bookcases,826.01,7,0.1,-5.07
CA-1375,2016-12-26,2016-12-27,Second Class,Home Office,Illinois,West,Office Supplies,Envelopes,615.86,7,0.3,103.99
CA-1376,2016-08-03,2016-08-07,Standard Class,Corporate,Florida,West,Office Supplies,Labels,514.66,5,0.3,-64.55
CA-1377,2015-03-28,2015-03-31,First Class,Home Office,California,East,Technology,Copiers,660.74,3,0.3,-68.14
CA-1378,2017-11-06,2017-11-11,First Class,Corporate,New York,East,Furniture,Chairs,511.04,8,0.1,14.25
CA-1379,2018-06-05,2018-06-08,First Class,Home Office,Texas,East,Technology,Accessories,970.9,3,0.2,149.07
CA-1380,2016-07-16,2016-07-19,Second Class,Home Office,Washington,Central,Office Supplies,Envelopes,415.07,5,0.1,80.42
CA-1381,2016-06-03,2016-06-05,First Class,Corporate,Washington,Central,Office Supplies,Labels,25.84,1,0.2,3.95
CA-1382,2015-12-26,2015-12-27,Same Day,Corporate,Washington,East,Office Supplies,Appliances,976.11,2,0.2,-108.78
CA-1383,2018-11-06,2018-11-10,First Class,Consumer,Illinois,East,Technology,Accessories,775.76,9,0.0,50.54
CA-1384,2015-07-09,2015-07-11,Same Day,Corporate,New York,East,Technology,Phones,325.6,4,0.3,8.47
CA-1385,2017-02-08,2017-02-14,First Class,Consumer,New York,East,Technology,Machines,488.59,2,0.2,-69.63
CA-1386,2015-09-30,2015-10-02,Second Class,Home Office,Illinois,East,Office Supplies,Paper,228.49,9,0.3,2.57
CA-1387,2015-05-04,2015-05-06,Standard Class,Home Office,Illinois,South,Office Supplies,Binders,614.87,6,0.3,-34.28
CA-1388,2018-04-10,2018-04-13,Second Class,Home Office,Texas,East,Technology,Accessories,887.49,8,0.0,-50.63
CA-1389,2018-05-30,2018-05-31,Standard Class,Corporate,Illinois,Central,Office Supplies,Storage,262.14,2,0.0,46.54
CA-1390,2016-10-22,2016-10-28,Same Day,Home Office,Florida,South,Office Supplies,Appliances,842.79,8,0.1,142.77
CA-1391,2015-08-24,2015-08-27,Second Class,Home Office,Texas,West,Furniture,Furnishings,323.46,6,0.2,-16.91
CA-1392,2017-05-09,2017-05-14,Second Class,Home Office,New York,West,Technology,Copiers,729.31,2,0.0,104.04
CA-1393,2016-03-11,2016-03-14,Same Day,Home Office,California,Central,Office Supplies,Storage,965.3,3,0.2,170.16
CA-1394,2016-04-05,2016-04-11,First Class,Corporate,Washington,West,Office Supplies,Binders,544.53,1,0.3,40.39
CA-1395,2015-01-19,2015-01-24,Standard Class,Consumer,California,South,Office Supplies,Storage,98.29,9,0.3,1.16
CA-1396,2015-05-16,2015-05-18,Second Class,Home Office,Illinois,East,Furniture,Tables,560.25,8,0.0,95.72
CA-1397,2016-05-29,2016-05-30,First Class,Home Office,California,Central,Technology,Accessories,281.51,3,0.3,47.28
CA-1398,2016-04-17,2016-04-19,First Class,Home Office,New York,East,Office Supplies,Paper,743.64,7,0.2,-63.05
CA-1399,2017-07-25,2017-07-30,First Class,Consumer,Illinois,South,Furniture,Chairs,541.0,4,0.1,109.08
CA-1400,2015-11-10,2015-11-16,First Class,Corporate,Texas,East,Technology,Phones,833.52,9,0.1,134.53
CA-1401,2017-11-09,2017-11-12,Second Class,Corporate,Washington,South,Office Supplies,Envelopes,757.48,7,0.1,162.47
CA-1402,2018-01-29,2018-01-31,Second Class,Home Office,California,South,Furniture,Bookcases,371.47,4,0.3,49.46
CA-1403,2017-10-10,2017-10-13,Same Day,Consumer,Florida,South,Furniture,Chairs,142.13,6,0.0,-28.29
CA-1404,2017-05-20,2017-05-25,Second Class,Home Office,Florida,South,Furniture,Tables,33.93,4,0.3,4.68
CA-1405,2017-11-09,2017-11-10,Second Class,Consumer,Illinois,Central,Technology,Copiers,590.26,4,0.0,71.52
CA-1406,2015-12-02,2015-12-04,Same Day,Consumer,Washington,Central,Office Supplies,Envelopes,563.68,4,0.3,40.15
CA-1407,2015-06-11,2015-06-17,First Class,Consumer,Texas,East,Furniture,Tables,805.96,3,0.0,95.3
CA-1408,2015-07-30,2015-08-05,Second Class,Consumer,California,East,Technology,Phones,696.94,6,0.0,135.42
CA-1409,2015-01-19,2015-01-24,Same Day,Corporate,Florida,West,Office Supplies,Envelopes,151.72,7,0.0,2.58
CA-1410,2018-03-15,2018-03-19,Standard Class,Home Office,Illinois,West,Technology,Accessories,67.23,9,0.3,-2.37
CA-1411,2015-06-10,2015-06-11,Standard Class,Consumer,Florida,West,Furniture,Bookcases,639.37,4,0.3,-49.62
CA-1412,2016-02-03,2016-02-09,Standard Class,Home Office,Florida,West,Office Supplies,Envelopes,991.17,7,0.0,272.73
CA-1413,2017-04-16,2017-04-17,Second Class,Home Office,Texas,West,Office Supplies,Paper,567.72,2,0.2,-84.89
CA-1414,2015-09-11,2015-09-17,Second Class,Corporate,Florida,West,Furniture,Bookcases,276.71,1,0.2,-11.21
CA-1415,2017-01-26,2017-01-29,Same Day,Consumer,Florida,West,Office Supplies,Paper,263.0,3,0.0,58.11
CA-1416,2015-02-18,2015-02-23,First Class,Consumer,New York,Central,Office Supplies,Paper,460.9,5,0.3,-42.99
